央视频道,#genre#
CCTV央视文化精品,http://47.99.202.156:8001/tvlive/ysjp.m3u8?node=2
CCTV央视文化精品,http://47.99.202.156:8001/tvlive/ysjp.m3u8?node=6
CCTV央视文化精品,http://38.75.136.137:98/gslb/dsdqpub/ysjp.m3u8?auth=tvzb260306
CHC动作电影,http://47.99.202.156:8001/tvlive/chcdz.m3u8?node=1
CHC动作电影,http://47.99.202.156:8001/tvlive/chcdz.m3u8?node=3
CHC影迷电影,http://47.99.202.156:8001/tvlive/chchd.m3u8?node=1
CHC影迷电影,http://47.99.202.156:8001/tvlive/chchd.m3u8?node=3
CHC家庭影院,http://47.99.202.156:8001/tvlive/chcjt.m3u8?node=1
CHC家庭影院,http://47.99.202.156:8001/tvlive/chcjt.m3u8?node=3
重温经典,http://47.99.202.156:8001/apptv/cwjd.m3u8
重温经典,http://47.99.202.156:8001/tvlive/cwjd.m3u8?node=1
重温经典,http://47.99.202.156:8001/tvlive/cwjd.m3u8?node=3
重温经典,http://47.99.202.156:8001/tvlive/cwjd.m3u8?node=4
精品推荐,http://47.97.252.137:81/applive/byt.m3u8?app=jiashitong
健康在线,http://47.97.252.137:81/applive/105.m3u8?app=jiashitong

卫视频道,#genre#
湖南卫视,http://47.99.202.156:8001/apptv/hnws.m3u8
湖南卫视,http://47.99.202.156:8001/cdnlive/hnws.m3u8
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=1
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=2
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=3
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=4
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=5
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=6
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=7
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=8
湖南卫视,http://47.99.202.156:8001/tvlive/hnwshd.m3u8?node=9
会员专享,http://47.97.252.137:81/applive/102.m3u8?app=jiashitong
江苏卫视,http://47.99.202.156:8001/apptv/jsws.m3u8
江苏卫视,http://47.99.202.156:8001/cdnlive/jsws.m3u8
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=1
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=2
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=4
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=7
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=8
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=9
江苏卫视,http://47.99.202.156:8001/tvlive/jswshd.m3u8?node=12
好物推荐,http://47.97.252.137:81/applive/mkt.m3u8?app=jiashitong
浙江卫视,https://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://47.99.202.156:8001/apptv/zjws.m3u8
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=1
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=3
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=4
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=7
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=9
浙江卫视,http://47.99.202.156:8001/tvlive/zjwshd.m3u8?node=12
福利多多,http://47.97.252.137:81/applive/yss.m3u8?app=jiashitong
东方卫视,http://47.99.202.156:8001/apptv/dfws.m3u8
东方卫视,http://47.99.202.156:8001/cdnlive/dfws.m3u8
东方卫视,http://47.99.202.156:8001/tvlive/dfwshd.m3u8?node=1
东方卫视,http://47.99.202.156:8001/tvlive/dfwshd.m3u8?node=3
东方卫视,http://47.99.202.156:8001/tvlive/dfwshd.m3u8?node=7
东方卫视,http://47.99.202.156:8001/tvlive/dfwshd.m3u8?node=9
东方卫视,http://47.99.202.156:8001/tvlive/dfwshd.m3u8?node=12
广东卫视,http://47.99.202.156:8001/cdnlive/gdws.m3u8
广东卫视,http://47.99.202.156:8001/tvlive/gdwshd.m3u8?node=4
广东卫视,http://47.99.202.156:8001/tvlive/gdwshd.m3u8?node=9
广东卫视,http://47.99.202.156:8001/tvlive/gdwshd.m3u8?node=12
深圳卫视,http://47.99.202.156:8001/cdnlive/szws.m3u8
深圳卫视,http://47.99.202.156:8001/tvlive/szwshd.m3u8?node=4
深圳卫视,http://47.99.202.156:8001/tvlive/szwshd.m3u8?node=9
深圳卫视,http://47.99.202.156:8001/tvlive/szwshd.m3u8?node=12
北京卫视,http://47.99.202.156:8001/cdnlive/bjws.m3u8
北京卫视,http://47.99.202.156:8001/tvlive/bjwshd.m3u8?node=2
北京卫视,http://47.99.202.156:8001/tvlive/bjwshd.m3u8?node=3
天津卫视,http://47.99.202.156:8001/cdnlive/tjws.m3u8
天津卫视,http://47.99.202.156:8001/tvlive/tjwshd.m3u8?node=3
天津卫视,http://47.99.202.156:8001/tvlive/tjwshd.m3u8?node=9
天津卫视,http://47.99.202.156:8001/tvlive/tjwshd.m3u8?node=11
山东卫视,http://47.99.202.156:8001/cdnlive/sdws.m3u8
山东卫视,http://47.99.202.156:8001/tvlive/sdwshd.m3u8?node=3
山东卫视,http://47.99.202.156:8001/tvlive/sdwshd.m3u8?node=9
山东卫视,http://47.99.202.156:8001/tvlive/sdwshd.m3u8?node=11
湖北卫视,http://47.99.202.156:8001/cdnlive/hbws.m3u8
湖北卫视,http://47.99.202.156:8001/tvlive/hbwshd.m3u8?node=1
湖北卫视,http://47.99.202.156:8001/tvlive/hbwshd.m3u8?node=3
湖北卫视,http://47.99.202.156:8001/tvlive/hbwshd.m3u8?node=9
湖北卫视,http://47.99.202.156:8001/tvlive/hbwshd.m3u8?node=12
河北卫视,http://47.99.202.156:8001/cdnlive/hews.m3u8
河北卫视,http://47.99.202.156:8001/tvlive/hewshd.m3u8?node=1
河北卫视,http://47.99.202.156:8001/tvlive/hewshd.m3u8?node=3
贵州卫视,http://47.99.202.156:8001/cdnlive/gzws.m3u8
贵州卫视,http://47.99.202.156:8001/tvlive/gzwshd.m3u8?node=1
贵州卫视,http://47.99.202.156:8001/tvlive/gzwshd.m3u8?node=3
贵州卫视,http://47.99.202.156:8001/tvlive/gzwshd.m3u8?node=4
黑龙江卫视,http://47.99.202.156:8001/cdnlive/hljws.m3u8
黑龙江卫视,http://47.99.202.156:8001/tvlive/hljwshd.m3u8?node=1
黑龙江卫视,http://47.99.202.156:8001/tvlive/hljwshd.m3u8?node=3
黑龙江卫视,http://47.99.202.156:8001/tvlive/hljwshd.m3u8?node=4
大湾区卫视,http://47.99.202.156:8001/tvlive/nfws.m3u8?node=4
大湾区卫视,http://47.99.202.156:8001/tvlive/nfws.m3u8?node=6
大湾区卫视,http://47.99.202.156:8001/tvlive/nfws.m3u8?node=9
山西卫视,http://47.99.202.156:8001/cdnlive/sxws.m3u8
山西卫视,http://47.99.202.156:8001/tvlive/sxwshd.m3u8?node=2
山西卫视,http://47.99.202.156:8001/tvlive/sxwshd.m3u8?node=11
辽宁卫视,http://47.99.202.156:8001/cdnlive/lnws.m3u8
辽宁卫视,http://47.99.202.156:8001/tvlive/lnwshd.m3u8?node=1
辽宁卫视,http://47.99.202.156:8001/tvlive/lnwshd.m3u8?node=3
辽宁卫视,http://47.99.202.156:8001/tvlive/lnwshd.m3u8?node=9
安徽卫视,http://47.99.202.156:8001/cdnlive/ahws.m3u8
安徽卫视,http://47.99.202.156:8001/tvlive/ahwshd.m3u8?node=3
安徽卫视,http://47.99.202.156:8001/tvlive/ahwshd.m3u8?node=4
甄选福利,http://47.97.252.137:81/applive/byt.m3u8?app=jiashitong
东南卫视,http://47.99.202.156:8001/cdnlive/dnws.m3u8
东南卫视,http://47.99.202.156:8001/tvlive/dnwshd.m3u8?node=2
东南卫视,http://47.99.202.156:8001/tvlive/dnwshd.m3u8?node=4
东南卫视,http://47.99.202.156:8001/tvlive/dnwshd.m3u8?node=9
青海卫视,http://47.99.202.156:8001/cdnlive/qhws.m3u8
青海卫视,http://47.99.202.156:8001/tvlive/qhws.m3u8?node=1
青海卫视,http://47.99.202.156:8001/tvlive/qhws.m3u8?node=6
云南卫视,http://47.99.202.156:8001/cdnlive/ynws.m3u8
云南卫视,http://47.99.202.156:8001/tvlive/ynwshd.m3u8?node=1
云南卫视,http://47.99.202.156:8001/tvlive/ynwshd.m3u8?node=8
江西卫视,http://47.99.202.156:8001/cdnlive/jxws.m3u8
江西卫视,http://47.99.202.156:8001/tvlive/jxwshd.m3u8?node=1
江西卫视,http://47.99.202.156:8001/tvlive/jxwshd.m3u8?node=3
河南卫视,http://47.99.202.156:8001/cdnlive/haws.m3u8
河南卫视,http://47.99.202.156:8001/tvlive/hawshd.m3u8?node=1
河南卫视,http://47.99.202.156:8001/tvlive/hawshd.m3u8?node=3
河南卫视,http://47.99.202.156:8001/tvlive/hawshd.m3u8?node=4
陕西卫视,http://47.99.202.156:8001/cdnlive/snws.m3u8
陕西卫视,http://47.99.202.156:8001/tvlive/snwshd.m3u8?node=1
陕西卫视,http://47.99.202.156:8001/tvlive/snwshd.m3u8?node=3
陕西卫视,http://47.99.202.156:8001/tvlive/snwshd.m3u8?node=6
吉林卫视,http://47.99.202.156:8001/cdnlive/jlws.m3u8
吉林卫视,http://47.99.202.156:8001/tvlive/jlwshd.m3u8?node=1
吉林卫视,http://47.99.202.156:8001/tvlive/jlwshd.m3u8?node=3
吉林卫视,http://47.99.202.156:8001/tvlive/jlwshd.m3u8?node=8
广西卫视,http://47.99.202.156:8001/cdnlive/gxws.m3u8
广西卫视,http://47.99.202.156:8001/tvlive/gxwshd.m3u8?node=1
广西卫视,http://47.99.202.156:8001/tvlive/gxwshd.m3u8?node=4
广西卫视,http://47.99.202.156:8001/tvlive/gxwshd.m3u8?node=9
四川卫视,http://47.99.202.156:8001/cdnlive/scws.m3u8
四川卫视,http://47.99.202.156:8001/tvlive/scwshd.m3u8?node=1
四川卫视,http://47.99.202.156:8001/tvlive/scwshd.m3u8?node=3
四川卫视,http://47.99.202.156:8001/tvlive/scwshd.m3u8?node=11
甘肃卫视,http://47.99.202.156:8001/cdnlive/gsws.m3u8
甘肃卫视,http://47.99.202.156:8001/tvlive/gswshd.m3u8?node=1
甘肃卫视,http://47.99.202.156:8001/tvlive/gswshd.m3u8?node=3
甘肃卫视,http://47.99.202.156:8001/tvlive/gswshd.m3u8?node=8
重庆卫视,http://47.99.202.156:8001/cdnlive/cqws.m3u8
重庆卫视,http://47.99.202.156:8001/tvlive/cqwshd.m3u8?node=2
重庆卫视,http://47.99.202.156:8001/tvlive/cqwshd.m3u8?node=3
重庆卫视,http://47.99.202.156:8001/tvlive/cqwshd.m3u8?node=9
海南卫视,http://47.99.202.156:8001/cdnlive/lyws.m3u8
海南卫视,http://47.99.202.156:8001/tvlive/lywshd.m3u8?node=2
海南卫视,http://47.99.202.156:8001/tvlive/lywshd.m3u8?node=3
西藏卫视,http://47.99.202.156:8001/cdnlive/xzws.m3u8
西藏卫视,http://47.99.202.156:8001/tvlive/xzws.m3u8?node=3
西藏卫视,http://47.99.202.156:8001/tvlive/xzws.m3u8?node=6
内蒙古卫视,http://47.99.202.156:8001/cdnlive/nmgws.m3u8
内蒙古卫视,http://47.99.202.156:8001/tvlive/nmgws.m3u8?node=3
内蒙古卫视,http://47.99.202.156:8001/tvlive/nmgws.m3u8?node=11
宁夏卫视,http://47.99.202.156:8001/cdnlive/nxws.m3u8
宁夏卫视,http://47.99.202.156:8001/tvlive/nxws.m3u8?node=11
新疆卫视,http://47.99.202.156:8001/cdnlive/xjws.m3u8
新疆卫视,http://47.99.202.156:8001/tvlive/xjws.m3u8?node=3
新疆卫视,http://47.99.202.156:8001/tvlive/xjws.m3u8?node=11
兵团卫视,http://47.99.202.156:8001/tvlive/btws.m3u8?node=1
兵团卫视,http://47.99.202.156:8001/tvlive/btws.m3u8?node=3
兵团卫视,http://47.99.202.156:8001/tvlive/btws.m3u8?node=4
厦门卫视,http://47.99.202.156:8001/tvlive/xmws.m3u8?node=1
厦门卫视,http://47.99.202.156:8001/tvlive/xmws.m3u8?node=3
厦门卫视,http://47.99.202.156:8001/tvlive/xmws.m3u8?node=4
三沙卫视,http://47.99.202.156:8001/tvlive/ssws.m3u8?node=3
三沙卫视,http://47.99.202.156:8001/tvlive/ssws.m3u8?node=11

安徽频道,#genre#

北京频道,#genre#

重庆频道,#genre#

福建频道,#genre#

甘肃频道,#genre#

广东频道,#genre#

广西频道,#genre#

贵州频道,#genre#

海南频道,#genre#

河北频道,#genre#

黑龙江频道,#genre#

河南频道,#genre#

湖北频道,#genre#

湖南频道,#genre#

江苏频道,#genre#

江西频道,#genre#

吉林频道,#genre#

辽宁频道,#genre#

内蒙古频道,#genre#

宁夏频道,#genre#

青海频道,#genre#


陕西频道,#genre#

山东频道,#genre#

上海频道,#genre#

山西频道,#genre#

四川频道,#genre#

天津频道,#genre#

新疆频道,#genre#


西藏频道,#genre#

云南频道,#genre#

浙江频道,#genre#